text,amount,category,payment_method,payment_provider,bank_account,text_source
MakeMyTrip ki booking karne pe 13250 lag gaye cash se,13250,travel,cash,,,hinglish
metro ki booking karne pe 7661.23 lag gaye amazon pay se,7661.23,travel,UPI,amazonpay,,hinglish
"Yaar, Subway ka bill 1670 aaya, BHIM se clear kiya",1670,food,upi,bhim,,hinglish
NA,1179,food,card,,,english
index fund ki installment 6223 Union Bank card se pay ki,6223,investment,card,,union bank,hinglish
Spotify ke liye 1880 ka payment bhim se kiya,1880,entertainment,upi,bhim,,hinglish
FD account mein 49010.09 daale from Canara,49010.09,investment,UNKNOWN,,canara,hinglish
43152 transferred for sovereign gold bond via credit card.,43152,investment,card,,,english
"Neha se liya 1877.39 for cab share, mobikwik se",1877.39,friends,upi,mobikwik,,hinglish
Paid back 5431 to Rahul for the movie tickets using card,5431,friends,card,,,english
None,10118.31,travel,upi,bhim,,voice
car loan EMI for 37154 done by card,37154,emi,card,,,voice
cash se BookMyShow ko 2864.52 transfer for entertainment,2864.52,entertainment,cash,,,hinglish
"flatmate ka birthday treat, 889 contribute kiya cash",889,friends,cash,,,hinglish
broadband ka bill 856 gpay se diya,856,friends,upi,gpay,,hinglish
  MobiKwik through Jupiter for Nykaa 28530.07   ,28530.07,shopping,upi,mobikwik,jupiter,ocr_upi
Educational material 32813 from coaching via Google Pay,32813,education,upi,gpay,,ocr_receipt
RedBus se 6431.06 ka bill clear kiya cash ke through,6431.06,travel,cash,,,hinglish
  16839 Groww mein daale via cash ,16839,investment,cash,,,hinglish
"Dinner bill split with Sneha, my share 1623 on bhim",1623,friends,upi,bhim,,english
Airtel recharge bill 611 paid with Mastercard,611,utilities,card,,,ocr_receipt
dentist par 5281 ka bill debit card se,5281,healthcare,card,,,ocr_upi
  IRCTC for 506 using Phone Pe   ,506,travel,upi,phonepe,,voice
   Apollo Pharmacy ka bill 17858 Amazon Pay kiya  ,17858,healthcare,upi,amazonpay,,hinglish
   Paid 549 for DTH recharge through credit card  ,549,utilities,card,,,english
Myntra pe shopping kiye 15212 card se,15212,shopping,card,,,hinglish
amazon pay notification: 4567 paid to broadband from,4567,utilities,upi,amazonpay,,ocr_upi
bhai ke saath Burger King mein khana khaya 2152 ka bill GPay se,2152,food,upi,gpay,,voice
"12257.86 for Nykaa order, payment Paytm se hui",12257.86,shopping,upi,paytm,,hinglish
petrol pump for 14141 using paytm,14141,travel,upi,nan,,voice
Allen coaching subscription renew kiya 33882 ka,33882,education,unknown,,,hinglish
  Bewakoof pe shopping kiye 21295 PhonePe se  ,21295,shopping,upi,phonepe,,hinglish
eye clinic ka bill 11080 Mastercard kiya,11080,friends,card,,,hinglish
nan,399.37,entertainment,card,,,voice
Karan ke birthday gift mein chip in 8893.98 via bhim,8893.98,friends,upi,,,voice
"9619 auto ko diya for booking, paid via debit card",9619,travel,CARD,,,hinglish
   PharmEasy pe 1310.18 udhar diye card se   ,1310.18,healthcare,CARD,,,hinglish
"248 udd gaya Dominos pe khane mein, cash diya",248,food,cash,,,hinglish
aaj doctor fees 9201.93 cash mein de aaya,9201.93,healthcare,cash,,,voice
"Ugh, Airtel recharge ka bill aagaya tha, 3639 de diye Google Pay pe",3639,utilities,upi,gpay,,hinglish
aaj food delivery Blinkit 791.35 cred ke through,791.35,food,upi,cred,,voice
Booked Yatra ticket for 331 via mobikwik.,331,travel,upi,mobikwik,,english
gold pe 19759 lagaya yaar,19759,investment,unknown,,,hinglish
22484 hospital ko transfer kiya cash se,22484,healthcare,cash,,,hinglish
Neha ko 3060 udhaar diya cash se,3060,friends,cash,,,hinglish
Apollo Pharmacy ke liye 17497 pay kiya cash se,17497,null,cash,,,hinglish
INOX movie tickets 978 Mastercard,null,entertainment,card,,,english
1169.39 debited for Zomato Gold by MobiKwik,1169.39,entertainment,upi,mobikwik,,ocr_upi
"Lunch at Pizza Hut for 472.07, paid by card",472.07,food,CARD,,,hinglish
bhai ko coaching ke liye 3133 diya cash se,3133,education,cash,,,voice
UPI payment to coaching for 24439.65 using cash.,24439.65,education,cash,,,ocr_upi
eye clinic ke paise 19296.41 card se deduct hue,19296.41,healthcare,card,,,hinglish
JioCinema recharge 1691 ICICI paytm,1691,entertainment,upi,paytm,icici,ocr_upi
Spent 1025.15 on Spotify with CRED,1025.15,entertainment,upi,cred,,ocr_upi
i sent Sneha 8880 using GPay,8880,friends,upi,None,,voice
"Online order on Bewakoof for 17259, paid by amazon pay",17259,shopping,upi,amazonpay,,english
hospital ka bill 14904 Visa pe clear kiya,14904,healthcare,card,,,hinglish
rent ( 971.87 ) paid through cash,971.87,utilities,cash,,,ocr_upi
Meesho shopping: 17459 paid with BHIM,17459,shopping,upi,bhim,,ocr_upi
Tuition ke 14008 de diye yaar,14008,entertainment,Unknown,,,hinglish
   1913 sent to Arjun for weekend plan expenses using MobiKwik   ,1913,friends,upi,mobikwik,,english
lab test ka payment 9306 cash se diya,9306,healthcare,cash,,,hinglish
Apollo Pharmacy se medicine li 18365 ka Mastercard kiya,18365,healthcare,card,,,hinglish
Made water bill payment of 1336 via Google Pay,1336,utilities,upi,null,,english
rent bill 186 done via cash,186,utilities,cash,,,english
debit card se water bill ka 1951 ka bill pay kiya,1951,utilities,card,,,ocr_upi
wifi bill ke liye 2597 paytm kara,2597,utilities,upi,paytm,,voice
Spent 44525 on course course materials,44525,education,unknown,,,ocr_receipt
eye clinic ka bill 23617.68 Amazon Pay kiya,23617.68,healthcare,upi,amazonpay,,hinglish
"Dinner bill split with brother, my share 6644.46 on cash",6644.46,friends,cash,,,english
Ajio checkout 28812.37 Visa,28812.37,--,card,,,ocr_receipt
Air India 14314 paid by bhim from,14314,travel,upi,null,,ocr_receipt
Auto-payment for sovereign gold bond of 48406 from .,48406,investment,UNKNOWN,,,english
"brother ne 2756 maanga tha, de diya cash",2756,friends,cash,,,ocr_receipt
Swiggy 2449 wala order GPay se kiya,2449,food,upi,gpay,,english
Booked tickets on Hotstar for 199 using Amazon Pay,199,entertainment,upi,amazonpay,,english
"17518 gaye Amazon pe, MobiKwik se settle kiya",17518,shopping,upi,mobikwik,,hinglish
380.38 concert subscription auto-debit ho gaya via bhim,380.38,entertainment,upi,bhim,,hinglish
wifi bill ka bill 1139 Google Pay se diya,1139,utilities,upi,gpay,,hinglish
8830 gone for personal loan EMI,8830,emi,unknown,,,english
For checkup at physio 17466 rupees Google Pay se.,17466,healthcare,upi,gpay,,english
"flatmate owes me 9401.93 for lunch, paid via Amazon Pay",9401.93,friends,upi,nan,,english
  Paid 2051 to brother using PayTM.   ,2051,friends,upi,paytm,,ocr_upi
Zepto 1310.22 rupees cash,1310.22,food,cash,,,ocr_receipt
sister ka 2690 udhaar wapas cash se,NA,friends,cash,,,ocr_receipt
PVR movie tickets 1674.02 cred,1674.02,entertainment,upi,cred,,english
"Uber ne 10293.65 ka ride liya, payment Visa se",10293.65,travel,card,,,hinglish
books course ki fees 8329 transfer ki se,8329,education,unknown,,,hinglish
PhonePe payment of 17033 to Croma successful,17033,shopping,Upi,phonepe,,ocr_upi
Croma se 9301 ka bill pay kiya Amazon Pay se,9301,shopping,upi,amazonpay,,hinglish
course course ke liye 41188 Visa kiya,41188,education,card,,,voice
Paid 576 for rent using debit card,576,utilities,card,,,ocr_upi
"Sneha ko 8693 udhaar liya yaar, kal return karunga",8693,friends,unknown,,,hinglish
59297 for Coursera books on cash,59297,education,cash,,,english
"Dinner at Starbucks 1127.25 rupees, debit card",1127.25,food,card,,,english
"  1051 debit hua Spotify ke liye, payment method Amazon Pay   ",1051,entertainment,upi,null,,hinglish
Netflix ka 2795 cash se cut gaya yaar,2795,entertainment,cash,,,hinglish
  PPF auto debit of 43059 successful on Visa ,43059,investment,card,,,ocr_upi
INOX movie 1664 paid by GPay,1664,entertainment,upi,gpay,,ocr_receipt
"Books ke liye 20606 ka kharcha, phonepe se",20606,education,upi,phonepe,,hinglish
   Added 26823 to gold from my savings.  ,26823,investment,unknown,,,english
   home loan EMI payment of 36837.14 done with credit card  ,36837.14,emi,card,,,english
--,8775.10,investment,upi,NA,,voice
Monthly bike loan EMI 19017 paid by debit card,19017,emi,card,,,english
PPF monthly 27436 auto-debit on PhonePe,27436,emi,upi,phonepe,,ocr_receipt
"Went to Apple Music, spent 2767, paid by credit card",2767,entertainment,card,,,english
bhai ke saath Zomato mein khana khaya 522.63 ka bill Google Pay se,522.63,food,upi,gpay,,voice
bhai friend ko cash diya 5124.86 wapas,5124.86,friends,cash,,,voice
"friend ko 7668 udhaar liya yaar, kal return karunga",7668,friends,UNKNOWN,,,hinglish
"  Subway pe khana 1151, UPI Google Pay  ",1151,food,upi,gpay,,english
"  Dinner at Dominos 2147 rupees, cash   ",2147,food,cash,,,english
20746.70 deducted for Flipkart on AmazonPay,20746.70,shopping,upi,amazonpay,,ocr_upi
1495 Apple Music subscription auto-debit ho gaya via paytm,1495,entertainment,upi,paytm,,hinglish
lab test ke liye 6710 advance diya cash pe,6710,healthcare,cash,,,hinglish
installment for 33732 done by card,33732,emi,card,,,voice
918.10 spent at restaurant with debit card,918.10,food,card,,,ocr_upi
Food expense at restaurant 2187 by Visa,2187,food,card,,,english
electricity bill ka bill 2756 diya,2756,utilities,unknown,,,voice
Tuition fees 19733.99 Federal Bank card,19733.99,education,card,,federal bank,ocr_receipt
Monthly water bill 1541 cash,1541,utilities,cash,,,ocr_receipt
"Uber flight booking 13301.20, paid by BHIM.",13301.20,travel,Upi,bhim,,english
eye clinic se medicine li 1382 ka gpay kiya,999999.99,healthcare,upi,gpay,,hinglish
IRCTC ke ticket ke liye 14721.00 pay kiya AmazonPay pe,14721.00,travel,upi,amazonpay,,hinglish
diagnostic center ka payment 20106 amazon pay se diya,20106,healthcare,upi,amazonpay,,hinglish
Subway 915.70 ka bill clear via Paytm,915.70,food,upi,paytm,,english
UPI payment of 4186 for maintenance via cred,4186,utilities,upi,cred,,ocr_upi
Auto-payment for recurring deposit of 49954 from Bandhan Bank.,49954,investment,unknown,,bandhan,english
Invested 34652.89 in FD via PhonePe,34652.89,investment,upi,phonepe,,ocr_upi
11028 for home loan EMI paid from Punjab National Bank,11028,emi,Unknown,,pnb,hinglish
Angel One ke liye 28002 ka SIP Mobikwik se diya,28002,investment,upi,mobikwik,,hinglish
Recharged PVR for 2207.77 on Visa,2207.77,entertainment,card,,,english
Ordered biryani from dhaba 2338 paid by Mobikwik,2338,food,upi,mobikwik,,english
"Ananya ka birthday treat, 4264 contribute kiya cash",4264,friends,cash,,,hinglish
bhai ke saath food court mein khana khaya 86 ka bill Amazon Pay se,--,food,upi,None,,voice
Payment to Pizza Hut for 527 using paytm,527,travel,upi,paytm,,ocr_upi
Mastercard se car loan EMI ke 16504 pay kiye,-16504,emi,card,,,hinglish
bhai home loan EMI ka installment 15987 pay kiya ICICI Bank se,15987,emi,unknown,,icici,voice
"gas bill ka recharge kiya hai 2768.22 ka, AmazonPay pe",2768.22,utilities,upi,--,,hinglish
Sent 10138 for home loan EMI to Slice via cash,10138,emi,cash,,slice,english
eye clinic net amount 23823.16 paytm,23823.16,healthcare,upi,,,ocr_receipt
merchant ko 1103.87 pay kiya card se dinner ka,1103.87,None,card,,,voice
"brother ke liye book mangaayi, 9480.76 advance diya",9480.76,friends,unknown,,,hinglish
merchant ne 15899.73 liya cash mein for checkup,15899.73,healthcare,Cash,,,voice
10022.15 for exam fee books on Mobikwik,10022.15,education,UPI,mobikwik,,english
Mastercard se JioCinema ki annual plan leli worth 854.63,854.63,entertainment,card,,,hinglish
Spent 1943 on food from McDonald's with paytm,1943,food,upi,paytm,,english
lab test ke 21296.53 paytm kar diye,21296.53,healthcare,upi,paytm,,voice
"   3491.90 maintenance ke liye de diye yaar, cred se   ",3491.90,utilities,upi,cred,,hinglish
46544 exam fee coaching fee paytm se,46544,education,upi,paytm,,voice
H&M purchase for 23454 using MobiKwik,23454,shopping,upi,mobikwik,,ocr_upi
Biryani Blues 65.42 ka bill clear via Amazon Pay,65.42,food,upi,,,english
rent recharge 2653.46 kiya PhonePe pe,2653.46,utilities,upi,phonepe,,voice
MedPlus 24961 UPI AmazonPay.,24961,healthcare,upi,amazonpay,,english
Order from Behrouz of 1375 using Amazon Pay,1375,food,upi,amazonpay,,ocr_upi
2346 rs Biryani Blues ko diya phonepe se,2346,food,upi,phonepe,,voice
Recharge for gas bill 3107.06 via card,3107.06,utilities,card,,,ocr_receipt
Sneha for movie tickets 1205 AmazonPay,1205,friends,upi,amazonpay,,ocr_receipt
returned roommate my share 1005 on bhim,1005,friends,upi,bhim,,voice
Airtel recharge ka 3990 ka bill auto-debit ho gaya debit card se,3990,entertainment,card,,,hinglish
UPI payment to Sneha for 9457.07 using debit card.,9457.07,friends,card,,,ocr_upi
home loan EMI EMI 9860.46 deducted via debit card,9860.46,emi,card,,,voice
Groww ke liye 2051 ka kharcha Paytm se kiya,2051,investment,upi,paytm,,hinglish
upGrad coaching class 50628 from account,50628,education,unknown,,,english
Swiggy ko 1782.23 diya cash se,1782.23,food,cash,,,hinglish
"2133.26 rupee McDonald's ke liye nikle, paytm use kiya",2133.26,food,Upi,paytm,,hinglish
Charged 3774 to Amazon from ICICI Bank account using cash,3774,shopping,cash,,icici,english
i bought from Tata CLiQ for 26102 with cash,26102,healthcare,cash,,,voice
117.30 Steam ki membership renew kardi cash pe se,117.30,entertainment,cash,,,hinglish
"Split the hotel cost with flatmate, my part 9791 Google Pay",9791,friends,upi,gpay,,english
"Subway ka online order, 1377.59 debit hua cash se",1377.59,food,card,,,hinglish
Deducted 24901 for credit card EMI from Federal Bank account,24901,shopping,card,,federal bank,english
Mobikwik used for Allen coaching 25840,25840,education,upi,mobikwik,,english
aaj fees ke liye 20409 spend kiya Paytm se,20409,education,upi,paytm,,voice
"Bhai, rent ka bill clear kar diya 1106 ka, YES BANK ke card se",1106,utilities,card,,yes bank,hinglish
Indian Oil 11780.80 paid by cash from Axis Bank,11780.80,travel,cash,,axis,ocr_receipt
recurring deposit pe 15423.91 ka contribution AmazonPay se,15423.91,investment,upi,amazonpay,,ocr_receipt
Croma 14376.14 debit GPay Slice,14376.14,shopping,upi,gpay,slice,ocr_receipt
sovereign gold bond pe 7303 ka order confirm bhim se,7303,investment,upi,bhim,,hinglish
sister ki shaadi ka gift 4418.58 Paytm se bheja,4418.58,friends,upi,paytm,,hinglish
Lunch at mess 466.49 cash,466.49,,cash,,,ocr_receipt
  Nykaa 17681.94 paid with credit card from Axis Bank  ,17681.94,shopping,card,,axis,voice
8485 gone for installment,8485,emi,unknown,,,english
school fees subscription renewed 6856.89 via card,6856.89,education,card,,,english
"1196 debited for Box8 order, card",1196,food,card,,,ocr_upi
phonepe se mobile recharge ka 1245 bhar diya,1245,utilities,upi,phonepe,,voice
1335 deducted for Zomato Gold via UPI cash,1335,entertainment,cash,,,ocr_receipt
Sent 13888.20 for Rapido via cash from HDFC.,13888.20,travel,cash,,hdfc,english
Auto debit for credit card EMI of 15429 from HDFC,15429,emi,card,,hdfc,english
lab test pe 194.09 ka payment card se,194.09,healthcare,card,,,hinglish
Lenskart se 4024 ka saman gpay se,4024,shopping,upi,gpay,,ocr_receipt
water bill ( 2021.21 ) paid through bhim,2021.21,utilities,upi,bhim,,ocr_upi
FirstCry online order 15164 paid by Google Pay,15164,shopping,upi,gpay,,ocr_receipt
Uber toll charge 12355 amazon pay,12355,travel,upi,amazonpay,,ocr_receipt
Allen coaching course ki fees 50835 transfer ki PNB se,50835,education,UNKNOWN,,pnb,hinglish
recurring deposit purchase of 18999 using mobikwik,18999,investment,upi,mobikwik,,ocr_upi
Nykaa pe shopping kiye 19513 Amazon Pay se,19513,shopping,upi,amazonpay,,hinglish
Had to pay hospital 8191.33 using AmazonPay from Punjab National Bank.,8191.33,healthcare,upi,amazonpay,pnb,english
29292.74 transferred for car loan EMI using credit card,29292.74,food,card,,,ocr_upi
SpiceJet ke liye 5224.38 ka bill paytm se clear,5224.38,travel,upi,paytm,,voice
bhai ne bataya sovereign gold bond mein 45532 lagaye hai paytm se,45532,investment,upi,paytm,,voice
metro se 10727 ka bill clear kiya card ke through,10727,travel,card,,,hinglish
just paid 24473 towards installment using credit card,24473,emi,card,,,voice
"HP petrol me 7954 pay kiya, mode Google Pay.",7954,travel,upi,gpay,,english
diagnostic center ke liye 13669 pay kiya cash se,13669,healthcare,cash,,,hinglish
main ne INOX ke liye 2238 spend kiye Google Pay se,2238,entertainment,upi,gpay,,voice
"Nykaa pe 13249 spend kare, Google Pay ke saath",13249,shopping,upi,gpay,,hinglish
"roommate me 2714.57 udhaar diya, cred se",2714.57,friends,upi,cred,,english
Just paid 11787 for my personal loan EMI,11787,emi,unknown,,,english
24693.18 transferred for sovereign gold bond via Google Pay.,24693.18,investment,upi,gpay,,english
4232 for home loan EMI through Visa,--,emi,card,,,english
8448 for credit card EMI paid via debit card,8448,emi,card,,,voice
bhai se 13686.87 liya for Apollo Pharmacy phir cash diya,13686.87,healthcare,cash,,,voice
Zara ka payment 7773.64 cash wallet se,7773.64,shopping,cash,,,voice
dhaba ko 1515 diya Visa se,1515,food,card,,,hinglish
Swiggy ka bill 1819 paytm se clear kiya,1819,food,upi,paytm,,voice
Jio recharge ka bill 3758 diya,3758,utilities,unknown,,,voice
Paid 27216 to Fi Money for car loan EMI by bhim,27216,emi,upi,bhim,fi,ocr_receipt
  merchant ne 10027 liya cash mein for checkup   ,10027,healthcare,cash,,,voice
school fees course fee 33200 transferred via CRED,33200,education,upi,cred,,voice
BHIM se Allen coaching ko 42742,42742,education,upi,bhim,,english
  maine Amazon pe 23322 spend kiye cash ke through  ,23322,shopping,cash,,,voice
Ordered biryani from Blinkit 918 paid by BHIM,918,food,upi,bhim,,english
"KFC se biryani mangwai, 44 pay kiya Kotak Mahindra card se",44,food,card,,kotak,hinglish
Amazon ko 11341.05 transfer kiye Fi card se,11341.05,shopping,card,,fi,hinglish
